Ticker,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Exchange,CQS Symbol,NASDAQ Symbol
BRK.B,BERKSHIRE HATHAWAY INC. NEW COMMON STOCK,,N,,100,N,,N,BRK.B,BRK.B
BRKL,"BROOKLINE BANCORP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
BRKR,BRUKER CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
BRLS,BOREALIS FOODS INC. - CLASS A COMMON SHARES,S,N,N,100,N,N,Q,,
BRLSW,BOREALIS FOODS INC. - WARRANT,S,N,N,100,N,N,Q,,
BRLT,"BRILLIANT EARTH GROUP, INC. - CLASS A COMMON STOCK",G,N,N,100,N,N,Q,,
BRNS,BARINTHUS BIOTHERAPEUTICS PLC - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
BRO,"BROWN & BROWN, INC. COMMON STOCK",,N,,100,N,,N,BRO,BRO
BROS,DUTCH BROS INC. CLASS A COMMON STOCK,,N,,100,N,,N,BROS,BROS
BRR,COLUMBUS CIRCLE CAPITAL CORP I - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
BRRWU,COLUMBUS CIRCLE CAPITAL CORP I - UNITS,G,N,N,100,N,N,Q,,
BRRWW,COLUMBUS CIRCLE CAPITAL CORP I - WARRANT.,G,N,N,100,N,N,Q,,
BRSL,"BRIGHTSTAR LOTTERY PLC TRADING UNDER THE LEGAL NAME TO BEGIN AT THE MARKET OPEN ON JULY 21, 2025. ORDINARY SHARES",,N,,100,N,,N,BRSL,BRSL
BRSP,"BRIGHTSPIRE CAPITAL, INC. CLASS A COMMON STOCK",,N,,100,N,,N,BRSP,BRSP
BRT,BRT APARTMENTS CORP. (MD) COMMON STOCK,,N,,100,N,,N,BRT,BRT
BRTX,"BIORESTORATIVE THERAPIES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BRW,SABA CAPITAL INCOME & OPPORTUNITIES FUND SBI,,N,,100,N,,N,BRW,BRW
BRX,BRIXMOR PROPERTY GROUP INC. COMMON STOCK,,N,,100,N,,N,BRX,BRX
BRY,BERRY CORPORATION (BRY) - COMMON STOCK,Q,N,N,100,N,N,Q,,
BRZE,"BRAZE, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
BSAA,BEST SPAC I ACQUISITION CORP. - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
BSAAR,BEST SPAC I ACQUISITION CORP. - RIGHTS,S,N,N,100,N,N,Q,,
BSAAU,BEST SPAC I ACQUISITION CORP. - UNIT,S,N,N,100,N,N,Q,,
BSAC,BANCO SANTANDER - CHILE ADS,,N,,100,N,,N,BSAC,BSAC
BSBK,BOGOTA FINANCIAL CORP. - COMMON STOCK,S,N,N,100,N,N,Q,,
BSBR,"BANCO SANTANDER BRASIL SA AMERICAN DEPOSITARY SHARES, EACH REPRESENTING ONE UNIT",,N,,100,N,,N,BSBR,BSBR
BSET,"BASSETT FURNITURE INDUSTRIES, INCORPORATED - COMMON STOCK",Q,N,N,100,N,N,Q,,
BSGM,"BIOSIG TECHNOLOGIES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BSL,BLACKSTONE SENIOR FLOATING RATE 2027 TERM FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BSL,BSL
BSLK,"BOLT PROJECTS HOLDINGS, INC. - COMMON STOCK",G,N,D,100,N,N,Q,,
BSLKW,"BOLT PROJECTS HOLDINGS, INC. - WARRANT",S,N,N,100,N,N,Q,,
BSM,"BLACK STONE MINERALS, L.P. COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",,N,,100,N,,N,BSM,BSM
BSRR,SIERRA BANCORP - COMMON STOCK,Q,N,N,100,N,N,Q,,
BST,BLACKROCK SCIENCE AND TECHNOLOGY TRUST COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BST,BST
BSTZ,BLACKROCK SCIENCE AND TECHNOLOGY TERM TRUST COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BSTZ,BSTZ
BSVN,BANK7 CORP. - COMMON STOCK,Q,N,N,100,N,N,Q,,
BSX,BOSTON SCIENTIFIC CORPORATION COMMON STOCK,,N,,100,N,,N,BSX,BSX
BSY,"BENTLEY SYSTEMS, INCORPORATED - CLASS B COMMON STOCK",Q,N,N,100,N,N,Q,,
BTA,BLACKROCK LONG-TERM MUNICIPAL ADVANTAGE TRUST COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BTA,BTA
BTAI,"BIOXCEL THERAPEUTICS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
BTBD,"BT BRANDS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BTBDW,"BT BRANDS, INC. - WARRANT",S,N,N,100,N,N,Q,,
BTBT,"BIT DIGITAL, INC. - ORDINARY SHARE",S,N,N,100,N,N,Q,,
BTCM,BIT MINING LIMITED ADS,,N,,100,N,,N,BTCM,BTCM
BTCS,BTCS INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
BTCT,BTC DIGITAL LTD. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
BTDR,BITDEER TECHNOLOGIES GROUP - ORDINARY SHARES,S,N,N,100,N,N,Q,,
BTE,BAYTEX ENERGY CORP COMMON SHARES,,N,,100,N,,N,BTE,BTE
BTI,"BRITISH AMERICAN TOBACCO  INDUSTRIES, P.L.C. COMMON STOCK ADR",,N,,100,N,,N,BTI,BTI
BTM,BITCOIN DEPOT INC. - CLASS A COMMON STOCK,S,N,N,100,N,N,Q,,
BTMD,BIOTE CORP. - CLASS A COMMON STOCK,G,N,N,100,N,N,Q,,
BTMWW,BITCOIN DEPOT INC. - WARRANT,S,N,N,100,N,N,Q,,
BTO,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND COMMON STOCK,,N,,100,N,,N,BTO,BTO
BTOC,ARMLOGI HOLDING CORP. - COMMON STOCK,G,N,N,100,N,N,Q,,
BTOG,BIT ORIGIN LIMITED - CLASS A ORDINARY SHARES,S,N,D,100,N,N,Q,,
BTSG,"BRIGHTSPRING HEALTH SERVICES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
BTSGU,"BRIGHTSPRING HEALTH SERVICES, INC. - TANGIBLE EQUITY UNIT",Q,N,N,100,N,N,Q,,
BTT,BLACKROCK MUNICIPAL 2030 TARGET TERM TRUST,,N,,100,N,,N,BTT,BTT
BTU,PEABODY ENERGY CORPORATION COMMON STOCK,,N,,100,N,,N,BTU,BTU
BTX,BLACKROCK TECHNOLOGY AND PRIVATE EQUITY TERM TRUST COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BTX,BTX
BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST,,N,,100,N,,N,BTZ,BTZ
BUD,ANHEUSER-BUSCH INBEV SA SPONSORED ADR (BELGIUM),,N,,100,N,,N,BUD,BUD
BUI,"BLACKROCK UTILITY, INFRASTRUCTURE & POWER OPPORTUNITIES TRUST",,N,,100,N,,N,BUI,BUI
BULL,WEBULL CORPORATION - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
BULLW,WEBULL CORPORATION - WARRANTS,S,N,N,100,N,N,Q,,
BUR,BURFORD CAPITAL LIMITED ORDINARY SHARES,,N,,100,N,,N,BUR,BUR
BURL,"BURLINGTON STORES, INC. COMMON STOCK",,N,,100,N,,N,BURL,BURL
BUSE,FIRST BUSEY CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
BUSEP,"FIRST BUSEY CORPORATION - DEPOSITARY SHARES, EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF 8.25% FIXED-RATE SERIES B NON-CUMULATIVE PERPETUAL PREFERRED STOCK, $0.001 PAR VALUE",Q,N,N,100,N,N,Q,,
BUUU,BUUU GROUP LIMITED - CLASS A ORDINARY SHARE,S,N,N,100,N,N,Q,,
BV,"BRIGHTVIEW HOLDINGS, INC. COMMON STOCK",,N,,100,N,,N,BV,BV
BVFL,"BV FINANCIAL, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BVN,BUENAVENTURA MINING COMPANY INC.,,N,,100,N,,N,BVN,BVN
BVS,BIOVENTUS INC. - CLASS A COMMON STOCK,Q,N,N,100,N,N,Q,,
BW,"BABCOCK & WILCOX ENTERPRISES, INC. COMMON STOCK",,N,,100,N,,N,BW,BW
BW$A,"BABCOCK & WILCOX ENTERPRISES, INC. 7.75% SERIES A CUMULATIVE PERPETUAL PREFERRED STOCK",,N,,100,N,,N,BWPA,BW-A
BWA,BORGWARNER INC. COMMON STOCK,,N,,100,N,,N,BWA,BWA
BWAY,BRAINSWAY LTD. - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
BWB,"BRIDGEWATER BANCSHARES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BWBBP,"BRIDGEWATER BANCSHARES, INC. - DEPOSITARY SHARES, EACH REPRESENTING A 1/100TH INTEREST IN A SHARE OF 5.875% NON-CUMULATIVE PERPETUAL PREFERRED STOCK, SERIES A",S,N,N,100,N,N,Q,,
BWEN,"BROADWIND, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BWFG,"BANKWELL FINANCIAL GROUP, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
BWG,BRANDYWINEGLOBAL GLOBAL INCOME OPPORTUNITIES FUND INC.,,N,,100,N,,N,BWG,BWG
BWIN,"THE BALDWIN INSURANCE GROUP, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
BWLP,BW LPG LIMITED COMMON SHARES,,N,,100,N,,N,BWLP,BWLP
BWMN,BOWMAN CONSULTING GROUP LTD. - COMMON STOCK,G,N,N,100,N,N,Q,,
BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V. ORDINARY SHARES",,N,,100,N,,N,BWMX,BWMX
BWNB,"BABCOCK & WILCOX ENTERPRISES, INC. 6.50% SENIOR NOTES DUE 2026",,N,,100,N,,N,BWNB,BWNB
BWSN,"BABCOCK & WILCOX ENTERPRISES, INC. 8.125% SENIOR NOTES DUE 2026",,N,,100,N,,N,BWSN,BWSN
BWXT,"BWX TECHNOLOGIES, INC. COMMON STOCK",,N,,100,N,,N,BWXT,BWXT
BX,BLACKSTONE INC. COMMON STOCK,,N,,100,N,,N,BX,BX
BXC,BLUELINX HOLDINGS INC. COMMON STOCK,,N,,100,N,,N,BXC,BXC
BXMT,"BLACKSTONE MORTGAGE TRUST, INC. COMMON STOCK",,N,,100,N,,N,BXMT,BXMT
BXMX,NUVEEN S&P 500 BUY-WRITE INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BXMX,BXMX
BXP,"BXP, INC. COMMON STOCK",,N,,100,N,,N,BXP,BXP
BXSL,BLACKSTONE SECURED LENDING FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BXSL,BXSL
BY,"BYLINE BANCORP, INC. COMMON STOCK",,N,,100,N,,N,BY,BY
BYD,BOYD GAMING CORPORATION COMMON STOCK,,N,,100,N,,N,BYD,BYD
BYFC,BROADWAY FINANCIAL CORPORATION - CLASS A COMMON STOCK,S,N,E,100,N,N,Q,,
BYM,BLACKROCK MUNICIPAL INCOME QUALITY TRUST COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,BYM,BYM
BYND,"BEYOND MEAT, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
BYRN,"BYRNA TECHNOLOGIES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
BYSI,"BEYONDSPRING, INC. - ORDINARY SHARES",S,N,N,100,N,N,Q,,
BZ,KANZHUN LIMITED - AMERICAN DEPOSITORY SHARES,Q,N,N,100,N,N,Q,,
BZAI,"BLAIZE HOLDINGS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
BZAIW,"BLAIZE HOLDINGS, INC. - WARRANT",S,N,N,100,N,N,Q,,
BZFD,"BUZZFEED, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
BZFDW,"BUZZFEED, INC. - WARRANT",S,N,N,100,N,N,Q,,
BZH,"BEAZER HOMES USA, INC. COMMON STOCK",,N,,100,N,,N,BZH,BZH
BZUN,BAOZUN INC. - AMERICAN DEPOSITARY SHARES,Q,N,N,100,N,N,Q,,
C,"CITIGROUP, INC. COMMON STOCK",,N,,100,N,,N,C,C
C$N,CITIGROUP CAPITAL XIII 7.875% FIXED RATE FLOATING RATE TRUST PREFERRED SECURITIES (TRUPS),,N,,100,N,,N,CPN,C-N
CAAP,CORPORACION AMERICA AIRPORTS SA COMMON SHARES,,N,,100,N,,N,CAAP,CAAP
CAAS,"CHINA AUTOMOTIVE SYSTEMS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CABA,"CABALETTA BIO, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CABO,"CABLE ONE, INC. COMMON STOCK",,N,,100,N,,N,CABO,CABO
CAC,CAMDEN NATIONAL CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
CACC,CREDIT ACCEPTANCE CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
CACI,"CACI INTERNATIONAL, INC. CLASS A COMMON STOCK",,N,,100,N,,N,CACI,CACI
CADE,CADENCE BANK COMMON STOCK,,N,,100,N,,N,CADE,CADE
CADE$A,CADENCE BANK 5.50% SERIES A,,N,,100,N,,N,CADEPA,CADE-A
CADL,"CANDEL THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CAE,CAE INC. ORDINARY SHARES,,N,,100,N,,N,CAE,CAE
CAEP,"CANTOR EQUITY PARTNERS III, INC. - CLASS A ORDINARY SHARES",G,N,N,100,N,N,Q,,
CAF,MORGAN STANLEY CHINA A SHARE FUND INC. COMMON STOCK,,N,,100,N,,N,CAF,CAF
CAG,"CONAGRA BRANDS, INC. COMMON STOCK",,N,,100,N,,N,CAG,CAG
CAH,"CARDINAL HEALTH, INC. COMMON STOCK",,N,,100,N,,N,CAH,CAH
CAI,"CARIS LIFE SCIENCES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CAKE,THE CHEESECAKE FACTORY INCORPORATED - COMMON STOCK,Q,N,N,100,N,N,Q,,
CAL,"CALERES, INC. COMMON STOCK",,N,,100,N,,N,CAL,CAL
CALC,"CALCIMEDICA, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CALM,"CAL-MAINE FOODS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CALX,"CALIX, INC COMMON STOCK",,N,,100,N,,N,CALX,CALX
CAMP,CAMP4 THERAPEUTICS CORPORATION - COMMON STOCK,G,N,N,100,N,N,Q,,
CAMT,CAMTEK LTD. - ORDINARY SHARES,G,N,N,100,N,N,Q,,
CAN,CANAAN INC. - AMERICAN DEPOSITARY SHARES,G,N,D,100,N,N,Q,,
CANG,"CANGO INC. AMERICAN DEPOSITARY SHARES,  EACH REPRESENTING TWO (2) CLASS A ORDINARY SHARES",,N,,100,N,,N,CANG,CANG
CAPL,CROSSAMERICA PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS,,N,,100,N,,N,CAPL,CAPL
CAPN,CAYSON ACQUISITION CORP - ORDINARY SHARES,G,N,N,100,N,N,Q,,
CAPNR,CAYSON ACQUISITION CORP - RIGHT,G,N,N,100,N,N,Q,,
CAPNU,CAYSON ACQUISITION CORP - UNITS,G,N,N,100,N,N,Q,,
CAPR,"CAPRICOR THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CAPS,CAPSTONE HOLDING CORP. - COMMON STOCK,S,N,N,100,N,N,Q,,
CAPT,CAPTIVISION INC. - ORDINARY SHARES,G,N,E,100,N,N,Q,,
CAPTW,CAPTIVISION INC. - WARRANT,S,N,E,100,N,N,Q,,
CAR,"AVIS BUDGET GROUP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CARE,"CARTER BANKSHARES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CARG,"CARGURUS, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
CARL,"CARLSMED, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CARM,"CARISMA THERAPEUTICS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
CARR,CARRIER GLOBAL CORPORATION COMMON STOCK,,N,,100,N,,N,CARR,CARR
CARS,CARS.COM INC. COMMON STOCK,,N,,100,N,,N,CARS,CARS
CART,MAPLEBEAR INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
CARV,"CARVER BANCORP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CASH,"PATHWARD FINANCIAL, INC. - COMMON STOCK",Q,N,E,100,N,N,Q,,
CASI,"CASI PHARMACEUTICALS, INC. - ORDINARY SHARES",S,N,D,100,N,N,Q,,
CASK,"HERITAGE DISTILLING HOLDING COMPANY, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
CASS,"CASS INFORMATION SYSTEMS, INC - COMMON STOCK",Q,N,N,100,N,N,Q,,
CASY,"CASEYS GENERAL STORES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CAT,"CATERPILLAR, INC. COMMON STOCK",,N,,100,N,,N,CAT,CAT
CATO,CATO CORPORATION (THE) CLASS A COMMON STOCK,,N,,100,N,,N,CATO,CATO
CATY,CATHAY GENERAL BANCORP - COMMON STOCK,Q,N,N,100,N,N,Q,,
CAVA,"CAVA GROUP, INC. COMMON STOCK",,N,,100,N,,N,CAVA,CAVA
CB,CHUBB LIMITED  COMMON STOCK,,N,,100,N,,N,CB,CB
CBAN,"COLONY BANKCORP, INC. COMMON STOCK",,N,,100,N,,N,CBAN,CBAN
CBAT,"CBAK ENERGY TECHNOLOGY, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CBFV,"CB FINANCIAL SERVICES, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CBIO,"CRESCENT BIOPHARMA, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CBL,"CBL & ASSOCIATES PROPERTIES, INC. COMMON STOCK",,N,,100,N,,N,CBL,CBL
CBLL,"CERIBELL, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CBNA,"CHAIN BRIDGE BANCORP, INC. CLASS A COMMON STOCK",,N,,100,N,,N,CBNA,CBNA
CBNK,"CAPITAL BANCORP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CBRE,CBRE GROUP INC COMMON STOCK CLASS A,,N,,100,N,,N,CBRE,CBRE
CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CBSH,"COMMERCE BANCSHARES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CBT,CABOT CORPORATION COMMON STOCK,,N,,100,N,,N,CBT,CBT
CBU,"COMMUNITY FINANCIAL SYSTEM, INC. COMMON STOCK",,N,,100,N,,N,CBU,CBU
CBUS,"CIBUS, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
CBZ,"CBIZ, INC. COMMON STOCK",,N,,100,N,,N,CBZ,CBZ
CC,CHEMOURS COMPANY (THE) COMMON STOCK,,N,,100,N,,N,CC,CC
CCAP,"CRESCENT CAPITAL BDC, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CCB,COASTAL FINANCIAL CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
CCBG,CAPITAL CITY BANK GROUP - COMMON STOCK,Q,N,N,100,N,N,Q,,
CCCC,"C4 THERAPEUTICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
CCCX,CHURCHILL CAPITAL CORP X - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
CCCXU,CHURCHILL CAPITAL CORP X - UNIT,G,N,N,100,N,N,Q,,
CCCXW,CHURCHILL CAPITAL CORP X - WARRANTS,G,N,N,100,N,N,Q,,
CCD,CALAMOS DYNAMIC CONVERTIBLE & INCOME FUND - CLOSED END FUND,Q,N,N,100,N,N,Q,,
CCEC,CAPITAL CLEAN ENERGY CARRIERS CORP. - COMMON SHARE,Q,N,N,100,N,N,Q,,
CCEP,COCA-COLA EUROPACIFIC PARTNERS PLC - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
CCG,CHECHE GROUP INC. - CLASS A ORDINARY SHARES,S,N,D,100,N,N,Q,,
CCGWW,CHECHE GROUP INC. - WARRANT,S,N,N,100,N,N,Q,,
CCI,CROWN CASTLE INC. COMMON STOCK,,N,,100,N,,N,CCI,CCI
CCIA,CARLYLE CREDIT INCOME FUND 8.75% SERIES A PREFERRED SHARES DUE 2028,,N,,100,N,,N,CCIA,CCIA
CCIF,CARLYLE CREDIT INCOME FUND SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,CCIF,CCIF
CCII,COHEN CIRCLE ACQUISITION CORP. II - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
CCIIU,COHEN CIRCLE ACQUISITION CORP. II - UNIT,G,N,N,100,N,N,Q,,
CCIIW,COHEN CIRCLE ACQUISITION CORP. II - WARRANT,G,N,N,100,N,N,Q,,
CCIX,CHURCHILL CAPITAL CORP IX - ORDINARY SHARES,G,N,N,100,N,N,Q,,
CCIXU,CHURCHILL CAPITAL CORP IX - UNIT,G,N,N,100,N,N,Q,,
CCIXW,CHURCHILL CAPITAL CORP IX - WARRANT,G,N,N,100,N,N,Q,,
CCJ,CAMECO CORPORATION COMMON STOCK,,N,,100,N,,N,CCJ,CCJ
CCK,"CROWN HOLDINGS, INC.",,N,,100,N,,N,CCK,CCK
CCL,CARNIVAL CORPORATION COMMON STOCK,,N,,100,N,,N,CCL,CCL
CCLD,"CARECLOUD, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CCLDO,"CARECLOUD, INC. - 8.75% SERIES B CUMULATIVE REDEEMABLE PERPETUAL PREFERRED STOCK",G,N,N,100,N,N,Q,,
CCM,CONCORD MEDICAL SERVICES HOLDINGS LIMITED AMERICAN DEPOSITARY SHARES (EACH REPRESENTS THIRTY (30) CLASS A ORDINARY SHARES),,N,,100,N,,N,CCM,CCM
CCNE,CNB FINANCIAL CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
CCNEP,"CNB FINANCIAL CORPORATION - DEPOSITARY SHARES, EACH REPRESENTING A 1/40TH OWNERSHIP INTEREST IN A SHARE OF 7.125% SERIES A FIXED- RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK",Q,N,N,100,N,N,Q,,
CCO,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC. COMMON STOCK",,N,,100,N,,N,CCO,CCO
CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CCRD,CORECARD CORPORATION COMMON STOCK,,N,,100,N,,N,CCRD,CCRD
CCRN,"CROSS COUNTRY HEALTHCARE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CCS,"CENTURY COMMUNITIES, INC. COMMON STOCK",,N,,100,N,,N,CCS,CCS
CCSI,"CONSENSUS CLOUD SOLUTIONS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CCTG,CCSC TECHNOLOGY INTERNATIONAL HOLDINGS LIMITED - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
CCU,"COMPANIA CERVECERIAS UNIDAS, S.A. COMMON STOCK",,N,,100,N,,N,CCU,CCU
CCZ,COMCAST HOLDINGS ZONES,,N,,100,N,,N,CCZ,CCZ
CDE,"COEUR MINING, INC. COMMON STOCK",,N,,100,N,,N,CDE,CDE
CDIO,CARDIO DIAGNOSTICS HOLDINGS INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
CDIOW,CARDIO DIAGNOSTICS HOLDINGS INC. - WARRANT,S,N,N,100,N,N,Q,,
CDLR,CADELER A/S AMERICAN DEPOSITARY SHARE (EACH REPRESENTING FOUR (4) ORDINARY SHARES),,N,,100,N,,N,CDLR,CDLR
CDLX,"CARDLYTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CDNA,"CAREDX, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CDNS,"CADENCE DESIGN SYSTEMS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CDP,COPT DEFENSE PROPERTIES COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,CDP,CDP
CDR$B,"CEDAR REALTY TRUST, INC. 7.25% SERIES B CUMULATIVE REDEEMABLE PREFERRED STOCK",,N,,100,N,,N,CDRPB,CDR-B
CDR$C,"CEDAR REALTY TRUST, INC. 6.50% SERIES C CUMULATIVE REDEEMABLE PREFERRED STOCK",,N,,100,N,,N,CDRPC,CDR-C
CDRE,"CADRE HOLDINGS, INC. COMMON STOCK",,N,,100,N,,N,CDRE,CDRE
CDRO,"CODERE ONLINE LUXEMBOURG, S.A. - ORDINARY SHARES",S,N,N,100,N,N,Q,,
CDROW,"CODERE ONLINE LUXEMBOURG, S.A. - WARRANTS",S,N,N,100,N,N,Q,,
CDT,CDT EQUITY INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
CDTG,CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT HOLDINGS LIMITED - ORDINARY SHARES,S,N,D,100,N,N,Q,,
CDTTW,CDT EQUITY INC. - WARRANT,S,N,N,100,N,N,Q,,
CDTX,"CIDARA THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CDW,CDW CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
CDXS,"CODEXIS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
CDZI,"CADIZ, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
CDZIP,"CADIZ, INC. - DEPOSITARY SHARES",G,N,N,100,N,N,Q,,
CE,CELANESE CORPORATION COMMON STOCK,,N,,100,N,,N,CE,CE
CECO,CECO ENVIRONMENTAL CORP. - COMMON STOCK,Q,N,N,100,N,N,Q,,
CEE,"THE CENTRAL AND EASTERN EUROPE FUND, INC. (THE) COMMON STOCK",,N,,100,N,,N,CEE,CEE
CEG,CONSTELLATION ENERGY CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
CELC,CELCUITY INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
CELG.R,BRISTOL-MYERS SQUIBB COMPANY CELEGNE CONTINGENT VALUE RIGHTS,,N,,100,N,,N,CELGR,CELG^
CELH,"CELSIUS HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CELU,CELULARITY INC. - CLASS A COMMON STOCK,S,N,E,100,N,N,Q,,
CELUW,CELULARITY INC. - WARRANT,S,N,E,100,N,N,Q,,
CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
CENN,CENNTRO INC. - COMMON STOCK,S,N,D,100,N,N,Q,,
CENT,CENTRAL GARDEN & PET COMPANY - COMMON STOCK,Q,N,N,100,N,N,Q,,
CENTA,CENTRAL GARDEN & PET COMPANY - CLASS A COMMON STOCK NONVOTING,Q,N,N,100,N,N,Q,,
CENX,CENTURY ALUMINUM COMPANY - COMMON STOCK,Q,N,N,100,N,N,Q,,
CEP,"CANTOR EQUITY PARTNERS, INC. - CLASS A ORDINARY SHARES",G,N,N,100,N,N,Q,,
CEPF,"CANTOR EQUITY PARTNERS IV, INC. - CLASS A ORDINARY SHARES",G,N,N,100,N,N,Q,,
